longitude,latitude,depth,dist_to_land,avg_wave_height,ncf,lcoe,substructure,capacity,fixed_bottom,net_value,avg_wind_speed,score
-75.9561,35.0805,9.68,11.57,0.91,0.44,98,Monopile,0.22,True,-57.0,8.25,-25.080000000000002
-75.8399,35.0615,20.41,11.45,0.91,0.49,91,Monopile,0.22,True,-51.0,8.75,-24.99
-75.7234,35.0411,27.17,13.59,1.25,0.5,95,Jacket,0.28,True,-54.0,8.75,-27.0
-75.607,35.0207,38.98,21.59,1.38,0.51,99,Jacket,0.28,True,-59.0,8.75,-30.09
-75.4906,35.0001,59.86,29.92,1.38,0.51,96,Semi,0.28,False,-56.0,8.75,-28.560000000000002
-75.3743,34.9794,114.77,39.07,1.38,0.52,98,Semi,0.28,False,-58.0,8.75,-30.16
-75.2581,34.9586,389.81,49.1,1.51,0.51,104,Semi,0.28,False,-64.0,8.75,-32.64
-76.1644,35.2093,4.78,12.42,0.91,0.47,93,Monopile,0.19,True,-52.0,8.25,-24.439999999999998
-75.814,35.1556,8.50,2.0,0.91,0.49,85,Monopile,0.22,True,-45.0,8.25,-22.05
-75.6982,35.1353,18.36,4.39,1.35,0.49,91,Monopile,0.22,True,-51.0,8.75,-24.99
-75.5816,35.1148,23.66,14.37,1.38,0.51,94,Monopile,0.22,True,-54.0,8.75,-27.54
-75.4651,35.0942,30.83,24.79,1.38,0.51,98,Jacket,0.22,True,-58.0,8.75,-29.580000000000002
-75.3487,35.0735,78.09,35.33,1.38,0.52,98,Semi,0.28,False,-57.0,8.75,-29.64
-75.2323,35.0526,247.53,46.0,1.58,0.51,103,Semi,0.28,False,-63.0,8.75,-32.13
-75.5537,35.2009,10.39,13.52,1.38,0.49,92,Monopile,0.22,True,-51.0,8.75,-24.99
-75.4395,35.1883,12.52,23.9,1.38,0.49,95,Monopile,0.22,True,-54.0,8.75,-26.46
-75.3229,35.1675,23.96,34.68,1.38,0.51,99,Monopile,0.28,True,-59.0,8.75,-30.09
-75.2064,35.1467,65.48,45.46,1.64,0.51,103,Semi,0.28,False,-62.0,8.75,-31.62
-75.09,35.1257,398.82,56.24,1.68,0.51,108,Semi,0.28,False,-68.0,8.75,-34.68
-75.1805,35.2407,30.09,45.46,1.62,0.51,104,Jacket,0.28,True,-64.0,8.75,-32.64
-75.0639,35.2197,150.39,56.24,1.65,0.51,106,Semi,0.28,False,-65.0,8.75,-33.15
-75.1545,35.3347,28.94,45.46,1.54,0.5,104,Jacket,0.28,True,-64.0,8.75,-32.0
-75.0378,35.3137,60.31,56.24,1.54,0.51,104,Semi,0.28,False,-64.0,8.75,-32.64
-75.2181,35.4479,31.30,37.11,1.54,0.5,103,Jacket,0.28,True,-63.0,8.75,-31.5
-75.1284,35.4287,30.83,45.46,1.54,0.5,105,Jacket,0.28,True,-64.0,8.75,-32.0
-75.0116,35.4077,39.48,56.24,1.54,0.5,108,Jacket,0.28,True,-68.0,8.75,-34.0
-74.8948,35.3865,270.94,67.02,1.54,0.51,107,Semi,0.28,False,-67.0,8.75,-34.17
-75.2057,35.5433,32.17,35.89,1.54,0.5,104,Jacket,0.28,True,-63.0,8.75,-31.5
-75.1023,35.5227,35.45,45.46,1.54,0.5,106,Jacket,0.28,True,-65.0,8.75,-32.5
-74.9853,35.5017,41.93,56.24,1.54,0.5,104,Semi,0.28,False,-64.0,8.75,-32.0
-74.8684,35.4805,105.70,67.02,1.54,0.5,105,Semi,0.28,False,-65.0,8.75,-32.5
-75.1914,35.6384,33.82,34.83,1.54,0.49,107,Jacket,0.28,True,-66.0,8.75,-32.339999999999996
-75.0761,35.6167,39.22,45.46,1.54,0.5,109,Jacket,0.28,True,-69.0,8.75,-34.5
-74.959,35.5956,48.20,56.24,1.54,0.5,106,Semi,0.28,False,-65.0,8.75,-32.5
-74.8419,35.5744,152.43,67.02,1.54,0.5,107,Semi,0.28,False,-66.0,8.75,-33.0
-75.518,35.7947,10.03,2.99,1.04,0.45,96,Monopile,0.22,True,-55.0,8.25,-24.75
-75.4015,35.7857,19.95,12.87,1.04,0.48,96,Monopile,0.22,True,-56.0,8.25,-26.88
-75.2766,35.7687,31.87,24.21,1.18,0.5,100,Jacket,0.28,True,-60.0,8.75,-30.0
-75.1672,35.7317,34.54,34.68,1.51,0.5,106,Jacket,0.28,True,-65.0,8.75,-32.5
-75.0499,35.7107,42.50,45.46,1.53,0.49,106,Semi,0.28,False,-66.0,8.75,-32.339999999999996
-74.9326,35.6896,58.30,56.24,1.54,0.5,108,Semi,0.28,False,-67.0,8.75,-33.5
-74.8154,35.6683,352.25,67.02,1.54,0.5,111,Semi,0.28,False,-71.0,8.75,-35.5
-75.4938,35.888,18.72,3.04,1.04,0.47,96,Monopile,0.22,True,-55.0,7.75,-25.849999999999998
-75.3762,35.8673,24.35,13.29,1.04,0.5,96,Monopile,0.28,True,-55.0,8.25,-27.5
-75.2586,35.8465,30.32,24.02,1.2,0.5,100,Jacket,0.28,True,-59.0,8.75,-29.5
-75.141,35.8256,33.61,34.77,1.43,0.5,104,Jacket,0.28,True,-64.0,8.75,-32.0
-75.0236,35.8046,45.33,45.53,1.43,0.5,104,Semi,0.28,False,-64.0,8.75,-32.0
-74.9062,35.7835,106.91,56.3,1.45,0.5,106,Semi,0.28,False,-66.0,8.75,-33.0
-74.7888,35.7622,818.80,67.07,1.5,0.5,116,Semi,0.28,False,-75.0,8.75,-37.5
-75.584,36.0036,17.29,5.59,1.04,0.48,95,Monopile,0.22,True,-54.0,7.75,-25.919999999999998
-75.468,35.982,21.39,9.9,1.04,0.48,96,Monopile,0.22,True,-55.0,8.25,-26.4
-75.3502,35.9613,24.04,18.79,1.04,0.49,98,Monopile,0.28,True,-57.0,8.25,-27.93
-75.2325,35.9405,30.69,27.93,1.29,0.5,101,Jacket,0.28,True,-61.0,8.75,-30.5
-75.1148,35.9196,32.52,37.62,1.43,0.51,104,Jacket,0.28,True,-63.0,8.75,-32.13
-74.9972,35.8985,49.00,47.9,1.43,0.51,104,Semi,0.28,False,-63.0,8.75,-32.13
-74.8796,35.8774,164.13,58.19,1.43,0.51,106,Semi,0.28,False,-66.0,8.75,-33.660000000000004
-75.6711,36.1204,14.50,6.91,1.04,0.47,95,Monopile,0.22,True,-55.0,7.75,-25.849999999999998
-75.5601,36.0967,22.96,13.18,1.04,0.48,99,Monopile,0.22,True,-58.0,8.25,-27.84
-75.4421,36.0761,24.35,19.93,1.04,0.49,100,Monopile,0.28,True,-59.0,8.25,-28.91
-75.3242,36.0553,28.63,26.77,1.04,0.5,100,Jacket,0.28,True,-60.0,8.25,-30.0
-75.2063,36.0345,31.70,33.61,1.38,0.5,103,Jacket,0.28,True,-63.0,8.75,-31.5
-75.0885,36.0135,33.63,41.75,1.43,0.5,105,Jacket,0.28,True,-65.0,8.75,-32.5
-74.9707,35.9925,53.08,51.33,1.43,0.51,104,Semi,0.28,False,-64.0,8.75,-32.64
-74.8531,35.9713,122.62,60.93,1.43,0.51,105,Semi,0.28,False,-65.0,8.75,-33.15
-74.7373,35.9516,933.71,70.84,1.55,0.51,114,Semi,0.28,False,-73.0,8.75,-37.230000000000004
-75.6525,36.2112,19.06,10.75,1.04,0.47,97,Monopile,0.22,True,-56.0,8.25,-26.32
-75.5343,36.1907,24.76,20.72,1.04,0.49,100,Jacket,0.28,True,-59.0,8.25,-28.91
-75.4161,36.1701,28.49,29.41,1.04,0.49,101,Jacket,0.28,True,-61.0,8.25,-29.89
-75.2981,36.1493,32.28,34.58,1.08,0.5,102,Jacket,0.28,True,-62.0,8.75,-31.0
-75.18,36.1285,31.63,39.54,1.43,0.5,105,Jacket,0.28,True,-65.0,8.75,-32.5
-75.0621,36.1075,36.12,46.35,1.43,0.5,107,Jacket,0.28,True,-66.0,8.75,-33.0
-74.9442,36.0864,56.55,55.21,1.43,0.51,104,Semi,0.28,False,-64.0,8.75,-32.64
-74.8264,36.0652,148.41,64.1,1.43,0.51,106,Semi,0.28,False,-65.0,8.75,-33.15
-74.7087,36.0438,974.69,73.74,1.6,0.51,115,Semi,0.28,False,-74.0,8.75,-37.74
-75.7176,36.324,10.20,12.4,1.07,0.48,91,Monopile,0.22,True,-51.0,8.25,-24.48
-75.6267,36.3052,18.36,18.64,1.07,0.48,97,Monopile,0.22,True,-56.0,8.25,-26.88
-75.5084,36.2847,24.83,27.19,1.07,0.49,100,Jacket,0.28,True,-60.0,8.25,-29.4
-75.3901,36.2641,28.74,35.09,1.06,0.5,102,Jacket,0.28,True,-61.0,8.25,-30.5
-75.2719,36.2433,30.58,41.21,1.16,0.5,103,Jacket,0.28,True,-63.0,8.75,-31.5
-75.1537,36.2224,34.50,47.23,1.41,0.5,107,Jacket,0.28,True,-66.0,8.75,-33.0
-75.0357,36.2014,39.06,54.18,1.43,0.5,105,Semi,0.28,False,-65.0,8.75,-32.5
-74.9176,36.1803,59.84,62.17,1.43,0.51,105,Semi,0.28,False,-65.0,8.75,-33.15
-74.7997,36.159,224.58,70.19,1.45,0.51,108,Semi,0.28,False,-67.0,8.75,-34.17
-75.705,36.4194,15.21,21.82,1.07,0.47,99,Monopile,0.22,True,-58.0,8.25,-27.259999999999998
-75.6009,36.3993,20.47,27.22,1.07,0.49,99,Monopile,0.28,True,-59.0,8.25,-28.91
-75.4824,36.3787,24.97,33.46,1.07,0.5,101,Jacket,0.28,True,-61.0,8.25,-30.5
-75.364,36.358,28.08,40.06,1.07,0.5,102,Jacket,0.28,True,-61.0,8.75,-30.5
-75.2457,36.3373,30.74,47.63,1.22,0.5,104,Jacket,0.28,True,-64.0,8.75,-32.0
-75.1274,36.3163,34.98,55.25,1.35,0.51,107,Jacket,0.28,True,-66.0,8.75,-33.660000000000004
-75.0092,36.2953,40.25,62.61,1.35,0.51,105,Semi,0.28,False,-64.0,8.75,-32.64
-74.891,36.2742,62.04,69.7,1.37,0.51,105,Semi,0.28,False,-65.0,8.75,-33.15
-74.7729,36.2529,359.21,76.82,1.45,0.5,113,Semi,0.28,False,-72.0,8.75,-36.0
-75.6912,36.5146,21.86,25.55,1.07,0.48,102,Monopile,0.22,True,-61.0,8.25,-29.279999999999998
-75.5751,36.4933,22.73,31.26,1.07,0.49,101,Monopile,0.28,True,-60.0,8.25,-29.4
-75.4564,36.4727,26.05,36.42,1.07,0.5,102,Jacket,0.28,True,-61.0,8.25,-30.5
-75.3379,36.452,27.37,42.56,1.07,0.5,102,Jacket,0.28,True,-62.0,8.75,-31.0
-75.2194,36.4312,30.45,51.39,1.28,0.51,105,Jacket,0.28,True,-64.0,8.75,-32.64
-75.1009,36.4103,34.76,60.38,1.35,0.51,107,Jacket,0.28,True,-66.0,8.75,-33.660000000000004
-74.9826,36.3892,38.72,68.35,1.35,0.51,108,Jacket,0.28,True,-68.0,8.75,-34.68
-74.8643,36.368,64.12,75.19,1.35,0.52,105,Semi,0.28,False,-65.0,8.75,-33.800000000000004
-74.746,36.3468,543.79,82.08,1.46,0.51,112,Semi,0.33,False,-72.0,8.75,-36.72
-75.668,36.6078,18.66,16.23,1.07,0.48,95,Monopile,0.28,True,-41.0,8.25,-19.68
-75.5491,36.5873,21.70,23.32,1.07,0.49,97,Monopile,0.28,True,-57.0,8.25,-27.93
-75.4304,36.5667,22.99,30.61,1.07,0.5,99,Monopile,0.28,True,-58.0,8.25,-29.0
-75.3117,36.546,28.15,38.53,1.08,0.51,101,Jacket,0.28,True,-61.0,8.75,-31.11
-75.193,36.5251,29.91,48.15,1.34,0.5,104,Jacket,0.28,True,-64.0,8.75,-32.0
-75.0744,36.5042,32.89,57.87,1.35,0.51,106,Jacket,0.28,True,-65.0,8.75,-33.15
-74.9559,36.4831,38.48,66.94,1.35,0.51,108,Jacket,0.28,True,-68.0,8.75,-34.68
-74.8375,36.4619,60.07,75.29,1.35,0.51,106,Semi,0.33,False,-65.0,8.75,-33.15
-74.7191,36.4406,673.15,83.67,1.51,0.51,112,Semi,0.33,False,-72.0,8.75,-36.72
-75.6421,36.7018,19.51,6.26,1.07,0.49,92,Monopile,0.28,True,-37.0,8.25,-18.13
-75.5231,36.6813,19.83,14.75,1.07,0.5,93,Monopile,0.28,True,-38.0,8.25,-19.0
-75.4042,36.6607,21.17,24.34,1.07,0.5,95,Monopile,0.28,True,-41.0,8.75,-20.5
-75.2854,36.6399,29.05,34.15,1.13,0.5,100,Jacket,0.28,True,-46.0,8.75,-23.0
-75.1666,36.6191,29.92,44.54,1.35,0.51,103,Jacket,0.28,True,-63.0,8.75,-32.13
-75.0479,36.5981,27.74,54.96,1.35,0.51,104,Jacket,0.28,True,-63.0,8.75,-32.13
-74.9292,36.577,36.98,65.16,1.35,0.51,107,Jacket,0.28,True,-66.0,8.75,-33.660000000000004
-74.8107,36.5558,61.50,75.11,1.35,0.51,105,Semi,0.33,False,-65.0,8.75,-33.15
-74.6921,36.5344,669.22,85.07,1.55,0.51,113,Semi,0.33,False,-72.0,8.75,-36.72
-75.7124,36.8155,19.47,3.8,1.03,0.48,91,Monopile,0.28,True,-37.0,8.25,-17.759999999999998
-75.6162,36.7959,20.44,5.96,1.03,0.49,91,Monopile,0.28,True,-36.0,8.25,-17.64
-75.4971,36.7753,21.42,14.49,1.04,0.5,92,Monopile,0.28,True,-38.0,8.25,-19.0
-75.378,36.7547,22.45,24.16,1.05,0.5,94,Monopile,0.28,True,-40.0,8.75,-20.0
-75.259,36.7339,26.53,34.02,1.17,0.51,98,Jacket,0.28,True,-44.0,8.75,-22.44
-75.1401,36.713,29.97,44.43,1.34,0.5,102,Jacket,0.28,True,-48.0,8.75,-24.0
-75.0213,36.692,29.40,54.87,1.35,0.51,103,Jacket,0.28,True,-49.0,8.75,-24.990000000000002
-74.9025,36.6709,37.59,65.4,1.35,0.51,106,Jacket,0.33,True,-66.0,8.75,-33.660000000000004
-74.7837,36.6496,67.99,76.04,1.39,0.51,105,Semi,0.33,False,-65.0,8.75,-33.15
-74.6651,36.6282,649.58,86.68,1.56,0.5,113,Semi,0.33,False,-72.0,8.75,-36.0
-75.6992,36.9105,18.54,10.52,1.03,0.47,94,Monopile,0.28,True,-39.0,8.25,-18.33
-75.5902,36.8899,20.23,15.93,1.03,0.48,94,Monopile,0.28,True,-40.0,8.25,-19.2
-75.4709,36.8693,24.72,23.06,1.03,0.49,97,Monopile,0.28,True,-42.0,8.25,-20.58
-75.3517,36.8486,26.91,30.43,1.03,0.5,98,Jacket,0.28,True,-43.0,8.75,-21.5
-75.2326,36.8278,27.48,38.4,1.2,0.5,100,Jacket,0.28,True,-45.0,8.75,-22.5
-75.1135,36.8069,31.54,48.04,1.3,0.51,103,Jacket,0.28,True,-48.0,8.75,-24.48
-74.9946,36.7859,32.95,57.78,1.31,0.5,107,Jacket,0.28,True,-52.0,8.75,-26.0
-74.8756,36.7647,43.24,67.81,1.32,0.48,108,Semi,0.33,False,-54.0,8.75,-25.919999999999998
-74.7568,36.7434,74.91,78.16,1.42,0.48,110,Semi,0.33,False,-56.0,8.75,-26.88
-74.638,36.7221,561.54,88.51,1.55,0.48,118,Semi,0.33,False,-64.0,8.75,-30.72
-75.6836,37.0043,17.51,16.43,1.03,0.47,95,Monopile,0.28,True,2.0,8.25,0.94
-75.5641,36.9839,22.23,25.62,1.03,0.48,98,Monopile,0.28,True,-44.0,8.25,-21.119999999999997
-75.4447,36.9633,26.13,31.46,1.03,0.49,100,Jacket,0.28,True,-46.0,8.25,-22.54
-75.3254,36.9426,29.04,36.64,1.03,0.5,100,Jacket,0.28,True,-46.0,8.75,-23.0
-75.2061,36.9217,32.84,42.83,1.26,0.5,103,Jacket,0.28,True,-48.0,8.75,-24.0
-75.0869,36.9008,35.75,51.73,1.3,0.5,104,Jacket,0.28,True,-50.0,8.75,-25.0
-74.9678,36.8797,36.31,60.79,1.3,0.5,107,Jacket,0.28,True,-53.0,8.75,-26.5
-74.8487,36.8586,48.69,70.32,1.3,0.49,107,Semi,0.33,False,-53.0,8.75,-25.97
-74.7297,36.8373,80.97,80.37,1.43,0.49,109,Semi,0.33,False,-54.0,8.75,-26.46
-74.6108,36.8158,762.39,90.43,1.49,0.48,116,Semi,0.33,False,-62.0,8.75,-29.759999999999998
-75.6576,37.0983,16.07,18.34,1.03,0.48,94,Monopile,0.28,True,3.0,8.25,1.44
-75.538,37.0778,23.32,28.64,1.03,0.48,99,Monopile,0.28,True,-2.0,8.25,-0.96
-75.4185,37.0572,27.63,35.48,1.03,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-75.299,37.0365,30.84,41.66,1.05,0.5,102,Jacket,0.28,True,-5.0,8.75,-2.5
-75.1796,37.0157,36.15,48.53,1.3,0.5,105,Jacket,0.28,True,-8.0,8.75,-4.0
-75.0602,36.9947,39.35,57.3,1.3,0.5,107,Jacket,0.28,True,-10.0,8.75,-5.0
-74.941,36.9736,43.45,66.18,1.3,0.5,104,Semi,0.28,False,-7.0,8.75,-3.5
-74.8217,36.9524,57.31,75.37,1.3,0.5,105,Semi,0.33,False,-8.0,8.75,-4.0
-74.7026,36.9311,86.72,84.92,1.47,0.5,108,Semi,0.33,False,-11.0,8.75,-5.5
-74.5835,36.9096,825.25,94.49,1.49,0.49,115,Semi,0.33,False,-18.0,8.75,-8.82
-75.6316,37.1923,15.45,18.34,1.03,0.48,94,Monopile,0.22,True,3.0,8.25,1.44
-75.5118,37.1718,22.38,28.88,1.03,0.49,98,Monopile,0.28,True,-1.0,8.25,-0.49
-75.3921,37.1512,27.57,37.69,1.03,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-75.2725,37.1304,30.38,46.17,1.11,0.49,103,Jacket,0.28,True,-6.0,8.25,-2.94
-75.153,37.1096,34.09,54.76,1.3,0.49,107,Jacket,0.28,True,-10.0,8.75,-4.9
-75.0335,37.0886,37.56,63.64,1.3,0.5,108,Jacket,0.28,True,-11.0,8.75,-5.5
-74.9141,37.0674,47.57,72.55,1.3,0.5,105,Semi,0.28,False,-8.0,8.75,-4.0
-74.7947,37.0462,70.31,81.48,1.32,0.5,106,Semi,0.33,False,-9.0,8.75,-4.5
-74.6754,37.0249,177.93,90.44,1.49,0.5,110,Semi,0.33,False,-13.0,8.75,-6.5
-74.5562,37.0034,962.65,99.43,1.49,0.5,117,Semi,0.33,False,-20.0,8.75,-10.0
-75.6055,37.2863,16.01,18.34,0.84,0.48,94,Monopile,0.22,True,4.0,8.25,1.92
-75.4856,37.2658,21.77,29.06,0.89,0.49,97,Monopile,0.28,True,0.0,8.25,0.0
-75.3657,37.2451,27.23,39.34,0.94,0.5,100,Jacket,0.28,True,-3.0,8.25,-1.5
-75.246,37.2244,25.34,49.55,1.14,0.5,103,Jacket,0.28,True,-6.0,8.75,-3.0
-75.1263,37.2034,31.04,59.42,1.3,0.5,106,Jacket,0.28,True,-9.0,8.75,-4.5
-75.0067,37.1824,36.39,68.4,1.3,0.5,108,Jacket,0.28,True,-12.0,8.75,-6.0
-74.8871,37.1613,48.74,77.32,1.3,0.5,106,Semi,0.28,False,-9.0,8.75,-4.5
-74.7676,37.14,83.86,86.06,1.37,0.5,107,Semi,0.28,False,-10.0,8.75,-5.0
-74.6482,37.1187,146.30,94.58,1.49,0.5,110,Semi,0.33,False,-13.0,8.75,-6.5
-74.5288,37.0972,660.73,103.13,1.49,0.5,115,Semi,0.33,False,-18.0,8.75,-9.0
-75.5793,37.3803,13.49,18.34,0.82,0.47,93,Monopile,0.22,True,4.0,8.25,1.88
-75.4593,37.3598,21.68,28.88,0.82,0.49,96,Monopile,0.28,True,1.0,8.25,0.49
-75.3393,37.3391,27.37,37.69,0.82,0.5,99,Jacket,0.28,True,-2.0,8.25,-1.0
-75.2194,37.3183,27.27,46.16,1.12,0.5,102,Jacket,0.28,True,-5.0,8.75,-2.5
-75.0995,37.2973,31.43,54.75,1.21,0.5,104,Jacket,0.28,True,-7.0,8.75,-3.5
-74.9798,37.2763,36.35,63.64,1.23,0.5,107,Jacket,0.28,True,-10.0,8.75,-5.0
-74.8601,37.2551,47.03,72.54,1.25,0.5,105,Semi,0.28,False,-8.0,8.75,-4.0
-74.7404,37.2338,68.11,81.47,1.39,0.5,107,Semi,0.28,False,-10.0,8.75,-5.0
-74.6208,37.2124,93.09,90.44,1.48,0.5,109,Semi,0.33,False,-12.0,8.75,-6.0
-74.5013,37.1909,601.95,99.42,1.49,0.49,115,Semi,0.33,False,-18.0,8.75,-8.82
-75.5531,37.4743,13.70,18.34,0.82,0.48,91,Monopile,0.22,True,6.0,8.25,2.88
-75.4329,37.4537,21.17,28.64,0.82,0.49,97,Monopile,0.28,True,0.0,8.25,0.0
-75.3128,37.433,28.10,35.48,0.83,0.5,99,Jacket,0.28,True,-2.0,8.25,-1.0
-75.1927,37.4122,27.29,41.65,1.19,0.49,102,Jacket,0.28,True,-5.0,8.75,-2.45
-75.0727,37.3912,31.44,48.52,1.21,0.5,103,Jacket,0.28,True,-6.0,8.75,-3.0
-74.9528,37.3701,37.52,57.29,1.21,0.5,106,Jacket,0.28,True,-9.0,8.75,-4.5
-74.833,37.3489,44.87,66.17,1.21,0.5,104,Semi,0.28,False,-7.0,8.75,-3.5
-74.7132,37.3276,60.78,75.37,1.38,0.5,107,Semi,0.28,False,-10.0,8.75,-5.0
-74.5935,37.3062,93.69,84.92,1.42,0.5,108,Semi,0.33,False,-11.0,8.75,-5.5
-74.4738,37.2847,517.14,94.48,1.43,0.5,114,Semi,0.33,False,-17.0,8.75,-8.5
-75.5268,37.5683,11.17,16.42,0.82,0.48,90,Monopile,0.22,True,7.0,7.75,3.36
-75.4064,37.5477,18.76,25.6,0.82,0.49,95,Monopile,0.28,True,2.0,8.25,0.98
-75.2862,37.5269,25.34,31.45,0.9,0.49,99,Jacket,0.28,True,-2.0,8.25,-0.98
-75.166,37.5061,29.09,36.64,1.21,0.49,102,Jacket,0.28,True,-5.0,8.25,-2.45
-75.0458,37.4851,29.54,42.82,1.21,0.5,102,Jacket,0.28,True,-6.0,8.75,-3.0
-74.9258,37.464,34.01,51.73,1.21,0.5,104,Jacket,0.28,True,-7.0,8.75,-3.5
-74.8058,37.4428,47.25,60.79,1.22,0.5,104,Semi,0.28,False,-7.0,8.75,-3.5
-74.6859,37.4214,55.96,70.23,1.42,0.5,106,Semi,0.28,False,-10.0,8.75,-5.0
-74.566,37.4,89.48,80.09,1.42,0.5,108,Semi,0.33,False,-11.0,8.75,-5.5
-74.4462,37.3784,527.38,89.95,1.42,0.5,114,Semi,0.33,False,-17.0,8.75,-8.5
-75.5004,37.6622,13.11,9.92,0.82,0.48,90,Monopile,0.22,True,7.0,7.75,3.36
-75.3799,37.6416,16.33,15.91,0.82,0.48,92,Monopile,0.28,True,5.0,8.25,2.4
-75.2595,37.6208,24.16,23.05,0.98,0.49,98,Monopile,0.28,True,-1.0,8.25,-0.49
-75.1392,37.5999,27.96,30.42,1.21,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-75.0189,37.5789,29.42,38.39,1.21,0.5,102,Jacket,0.28,True,-5.0,8.75,-2.5
-74.8987,37.5578,34.41,48.04,1.21,0.5,104,Jacket,0.28,True,-8.0,8.75,-4.0
-74.7785,37.5366,46.18,57.78,1.27,0.5,104,Semi,0.28,False,-7.0,8.75,-3.5
-74.6585,37.5152,56.98,67.4,1.42,0.5,106,Semi,0.28,False,-9.0,8.75,-4.5
-74.5385,37.4937,86.67,76.91,1.42,0.5,108,Semi,0.28,False,-11.0,8.75,-5.5
-74.4185,37.4721,234.86,86.4,1.42,0.5,111,Semi,0.33,False,-14.0,8.75,-7.0
-75.3547,37.7193,16.12,7.75,0.82,0.48,91,Monopile,0.22,True,6.0,8.25,2.88
-75.2308,37.7119,22.66,14.94,1.07,0.48,97,Monopile,0.28,True,0.0,8.25,0.0
-75.1123,37.6938,27.97,24.15,1.21,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-74.9919,37.6728,29.33,34.01,1.21,0.49,103,Jacket,0.28,True,-6.0,8.25,-2.94
-74.8715,37.6516,35.97,44.42,1.21,0.5,105,Jacket,0.28,True,-8.0,8.75,-4.0
-74.7512,37.6304,48.13,54.86,1.31,0.49,104,Semi,0.28,False,-8.0,8.75,-3.92
-74.631,37.609,57.56,64.68,1.42,0.49,106,Semi,0.28,False,-9.0,8.75,-4.41
-74.5109,37.5875,66.09,73.79,1.42,0.5,107,Semi,0.28,False,-10.0,8.75,-5.0
-74.3908,37.5658,99.23,82.9,1.42,0.5,109,Semi,0.33,False,-12.0,8.75,-6.0
-75.1979,37.8091,19.30,11.01,1.02,0.48,94,Monopile,0.22,True,3.0,8.25,1.44
-75.0853,37.7877,25.82,21.12,1.04,0.49,99,Jacket,0.28,True,-2.0,8.25,-0.98
-74.9648,37.7666,29.57,31.59,1.08,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-74.8443,37.7454,34.26,41.23,1.12,0.5,104,Jacket,0.28,True,-7.0,8.25,-3.5
-74.7239,37.7241,47.25,50.82,1.33,0.49,104,Semi,0.28,False,-7.0,8.75,-3.4299999999999997
-74.6035,37.7027,55.85,60.09,1.42,0.49,106,Semi,0.28,False,-9.0,8.75,-4.41
-74.4832,37.6812,62.83,69.01,1.42,0.5,107,Semi,0.28,False,-10.0,8.75,-5.0
-74.363,37.6596,87.51,77.92,1.42,0.5,108,Semi,0.33,False,-35.0,8.75,-17.5
-74.2428,37.6378,325.12,86.67,1.49,0.49,112,Semi,0.33,False,-39.0,8.75,-19.11
-75.1791,37.9025,17.26,10.34,1.02,0.47,94,Monopile,0.22,True,3.0,8.25,1.41
-75.0583,37.8815,21.82,21.12,1.02,0.48,97,Monopile,0.28,True,0.0,8.25,0.0
-74.9376,37.8605,28.38,31.0,1.02,0.49,101,Jacket,0.28,True,-4.0,8.25,-1.96
-74.817,37.8393,34.36,38.43,1.02,0.5,102,Jacket,0.28,True,-5.0,8.25,-2.5
-74.6964,37.8179,43.92,45.72,1.3,0.49,103,Semi,0.28,False,-30.0,8.75,-14.7
-74.5759,37.7965,54.32,53.76,1.32,0.5,104,Semi,0.28,False,-31.0,8.75,-15.5
-74.4555,37.7749,61.21,62.66,1.34,0.5,106,Semi,0.28,False,-32.0,8.75,-16.0
-74.3351,37.7533,80.71,71.56,1.37,0.5,107,Semi,0.28,False,-34.0,8.75,-17.0
-74.2148,37.7315,197.40,80.71,1.5,0.49,110,Semi,0.33,False,-37.0,8.75,-18.13
-75.1522,37.9964,13.49,10.2,1.02,0.45,97,Monopile,0.22,True,-24.0,8.25,-10.8
-75.0312,37.9754,19.28,20.83,1.02,0.48,96,Monopile,0.28,True,-23.0,8.25,-11.04
-74.9104,37.9543,25.62,30.06,1.02,0.49,100,Jacket,0.28,True,-27.0,8.25,-13.23
-74.7896,37.933,30.33,35.43,1.07,0.49,102,Jacket,0.28,True,-29.0,8.25,-14.209999999999999
-74.6689,37.9117,40.03,40.59,1.32,0.49,103,Semi,0.28,False,-30.0,8.75,-14.7
-74.5482,37.8902,51.33,47.52,1.32,0.49,104,Semi,0.28,False,-31.0,8.75,-15.19
-74.4277,37.8686,59.96,56.41,1.32,0.49,105,Semi,0.28,False,-32.0,8.75,-15.68
-74.3072,37.8469,74.63,65.33,1.33,0.49,106,Semi,0.28,False,-33.0,8.75,-16.169999999999998
-74.1867,37.8251,124.66,74.89,1.48,0.48,111,Semi,0.33,False,-38.0,8.75,-18.24
-74.0664,37.8032,647.76,84.73,1.48,0.48,118,Semi,0.33,False,-45.0,8.75,-21.599999999999998
-75.1252,38.0902,12.95,7.42,1.02,0.47,92,Monopile,0.22,True,-19.0,7.75,-8.93
-75.0041,38.0692,17.21,15.15,1.02,0.48,94,Monopile,0.28,True,-21.0,8.25,-10.08
-74.8831,38.0481,25.51,22.51,1.02,0.49,99,Jacket,0.28,True,-26.0,8.25,-12.74
