longitude,latitude,depth,dist_to_land,avg_wave_height,ncf,lcoe,substructure,capacity,fixed_bottom,net_value,avg_wind_speed,score
-93.7196,27.2875,895.52,251.7,1.24,0.44,136,Semi,0.33,False,-85.0,7.25,-37.4
-93.6113,27.2851,845.19,258.62,1.23,0.44,136,Semi,0.33,False,-85.0,7.25,-37.4
-93.5031,27.2826,918.89,265.06,1.24,0.44,138,Semi,0.33,False,-87.0,7.25,-38.28
-93.3948,27.2799,857.60,271.48,1.24,0.43,139,Semi,0.33,False,-88.0,7.25,-37.839999999999996
-93.2866,27.2772,977.46,274.5,1.23,0.42,144,Semi,0.33,False,-96.0,7.25,-40.32
-93.1783,27.2744,921.14,274.3,1.23,0.41,145,Semi,0.33,False,-97.0,7.25,-39.769999999999996
-93.0701,27.2714,885.11,274.1,1.23,0.41,148,Semi,0.33,False,-100.0,7.25,-41.0
-97.2863,27.4014,8.81,37.06,1.12,0.48,87,Monopile,0.19,True,-37.0,8.25,-17.759999999999998
-97.187,27.4033,19.79,42.88,1.12,0.51,90,Monopile,0.22,True,-40.0,8.75,-20.4
-97.0785,27.4045,26.46,51.1,1.12,0.52,92,Jacket,0.22,True,-42.0,8.75,-21.84
-96.9701,27.4055,32.89,59.38,1.12,0.53,94,Jacket,0.28,True,-44.0,8.75,-23.32
-96.8617,27.4065,42.07,66.81,1.12,0.53,93,Semi,0.28,False,-43.0,8.75,-22.790000000000003
-96.7532,27.4073,53.57,73.54,1.17,0.52,95,Semi,0.28,False,-45.0,8.75,-23.400000000000002
-96.6448,27.408,66.25,80.35,1.22,0.52,97,Semi,0.28,False,-47.0,8.75,-24.44
-96.5363,27.4086,81.18,88.49,1.22,0.52,98,Semi,0.28,False,-48.0,8.75,-24.96
-96.4279,27.4091,97.69,97.09,1.22,0.51,100,Semi,0.28,False,-50.0,8.75,-25.5
-96.3194,27.4095,123.05,105.71,1.22,0.51,102,Semi,0.28,False,-52.0,8.75,-26.52
-96.1025,27.4099,234.72,123.17,1.22,0.5,107,Semi,0.33,False,-57.0,8.75,-28.5
-95.9941,27.41,349.49,130.96,1.22,0.49,111,Semi,0.33,False,-61.0,7.75,-29.89
-95.8856,27.4099,494.30,136.71,1.22,0.46,119,Semi,0.33,False,-68.0,7.75,-31.28
-95.7771,27.4097,623.75,142.4,1.22,0.46,122,Semi,0.33,False,-72.0,7.75,-33.120000000000005
-95.6687,27.4095,837.10,147.23,1.23,0.46,123,Semi,0.33,False,-73.0,7.75,-33.58
-95.5607,27.4095,908.07,151.27,1.23,0.46,125,Semi,0.33,False,-74.0,7.75,-34.04
-94.5843,27.4005,951.37,193.72,1.24,0.44,133,Semi,0.33,False,-82.0,7.25,-36.08
-94.147,27.3995,936.21,215.68,1.24,0.44,135,Semi,0.33,False,-84.0,7.25,-36.96
-94.0422,27.3918,"1,049.99",222.54,1.24,0.44,136,Semi,0.33,False,-86.0,7.25,-37.84
-93.9338,27.3897,917.37,229.2,1.24,0.44,135,Semi,0.33,False,-85.0,7.25,-37.4
-93.8254,27.3875,832.97,236.48,1.24,0.44,135,Semi,0.33,False,-84.0,7.25,-36.96
-93.717,27.3853,788.82,243.84,1.23,0.44,134,Semi,0.33,False,-83.0,7.25,-36.52
-93.6086,27.3828,712.32,250.72,1.23,0.44,133,Semi,0.33,False,-83.0,7.25,-36.52
-93.5002,27.3803,718.87,256.46,1.23,0.43,136,Semi,0.33,False,-85.0,7.25,-36.55
-93.3918,27.3777,742.74,262.15,1.23,0.41,144,Semi,0.33,False,-93.0,7.25,-38.129999999999995
-93.2835,27.375,759.78,264.61,1.23,0.41,144,Semi,0.33,False,-96.0,7.25,-39.36
-93.1751,27.3721,847.02,264.01,1.22,0.41,145,Semi,0.33,False,-96.0,7.25,-39.36
-93.0667,27.3692,759.74,263.43,1.22,0.41,146,Semi,0.33,False,-97.0,7.25,-39.769999999999996
-92.9584,27.3661,811.57,263.26,1.22,0.41,147,Semi,0.33,False,-98.0,7.25,-40.18
-92.8501,27.3629,903.60,263.26,1.22,0.41,148,Semi,0.33,False,-100.0,7.25,-41.0
-92.7417,27.3596,"1,009.05",263.19,1.21,0.41,149,Semi,0.33,False,-101.0,7.25,-41.41
-92.6334,27.3562,997.87,262.73,1.2,0.41,149,Semi,0.33,False,-101.0,7.25,-41.41
-92.5251,27.3527,979.26,262.21,1.2,0.4,153,Semi,0.33,False,-104.0,7.25,-41.6
-97.1883,27.5011,15.22,37.94,1.12,0.52,86,Monopile,0.19,True,-36.0,8.25,-18.72
-97.0798,27.5022,23.27,44.65,1.12,0.52,91,Monopile,0.22,True,-41.0,8.75,-21.32
-96.9712,27.5033,29.11,51.34,1.12,0.52,93,Jacket,0.22,True,-43.0,8.75,-22.36
-96.8626,27.5042,36.31,58.54,1.12,0.52,95,Jacket,0.28,True,-45.0,8.75,-23.400000000000002
-96.7541,27.5051,46.36,66.14,1.17,0.52,94,Semi,0.28,False,-44.0,8.75,-22.880000000000003
-96.6455,27.5058,57.93,73.82,1.22,0.52,96,Semi,0.28,False,-46.0,8.75,-23.92
-96.5369,27.5064,69.68,82.6,1.22,0.52,98,Semi,0.28,False,-48.0,8.75,-24.96
-96.4284,27.5069,85.37,91.77,1.22,0.51,100,Semi,0.28,False,-50.0,8.75,-25.5
-96.3198,27.5073,102.13,100.63,1.22,0.5,102,Semi,0.28,False,-52.0,8.75,-26.0
-96.2112,27.5075,125.28,107.94,1.22,0.5,104,Semi,0.28,False,-54.0,8.75,-27.0
-96.1026,27.5077,157.61,115.03,1.22,0.49,107,Semi,0.28,False,-57.0,8.75,-27.93
-95.994,27.5078,224.94,121.67,1.22,0.48,112,Semi,0.33,False,-61.0,8.25,-29.279999999999998
-95.8855,27.5077,332.55,127.34,1.22,0.46,117,Semi,0.33,False,-66.0,7.75,-30.360000000000003
-95.7769,27.5075,540.81,132.97,1.22,0.46,119,Semi,0.33,False,-69.0,7.75,-31.740000000000002
-95.6683,27.5072,690.07,137.7,1.23,0.46,120,Semi,0.33,False,-70.0,7.75,-32.2
-95.5597,27.5068,676.48,141.66,1.23,0.45,121,Semi,0.33,False,-70.0,7.75,-31.5
-95.4512,27.5063,740.48,145.68,1.23,0.45,124,Semi,0.33,False,-73.0,7.75,-32.85
-95.3426,27.5057,899.01,150.59,1.23,0.45,128,Semi,0.33,False,-77.0,7.75,-34.65
-95.2354,27.5068,950.85,155.6,1.23,0.44,129,Semi,0.33,False,-79.0,7.75,-34.76
-95.1234,27.5097,926.68,160.58,1.23,0.44,130,Semi,0.33,False,-79.0,7.75,-34.76
-95.0169,27.5032,884.56,165.8,1.23,0.44,130,Semi,0.33,False,-79.0,7.75,-34.76
-94.9083,27.5021,861.11,170.55,1.23,0.44,130,Semi,0.33,False,-79.0,7.75,-34.76
-94.7998,27.5009,874.07,175.21,1.23,0.44,130,Semi,0.33,False,-80.0,7.75,-35.2
-94.6912,27.4996,881.80,179.68,1.24,0.44,131,Semi,0.33,False,-81.0,7.75,-35.64
-94.5826,27.4982,890.52,184.15,1.24,0.44,132,Semi,0.33,False,-82.0,7.25,-36.08
-94.4741,27.4967,823.36,189.31,1.24,0.44,132,Semi,0.33,False,-81.0,7.25,-35.64
-94.3655,27.4951,932.51,195.1,1.24,0.44,133,Semi,0.33,False,-82.0,7.25,-36.08
-94.257,27.4934,907.08,200.93,1.24,0.44,134,Semi,0.33,False,-83.0,7.25,-36.52
-94.1485,27.4915,890.79,207.48,1.24,0.44,133,Semi,0.33,False,-83.0,7.25,-36.52
-94.0399,27.4895,"1,006.44",214.3,1.24,0.44,132,Semi,0.33,False,-82.0,7.25,-36.08
-93.9314,27.4875,857.74,221.23,1.24,0.44,134,Semi,0.33,False,-83.0,7.25,-36.52
-93.8229,27.4853,774.46,228.76,1.24,0.44,133,Semi,0.33,False,-82.0,7.25,-36.08
-93.7144,27.483,628.11,236.38,1.23,0.44,131,Semi,0.33,False,-80.0,7.25,-35.2
-93.6059,27.4806,604.40,243.07,1.23,0.43,133,Semi,0.33,False,-82.0,7.25,-35.26
-93.4973,27.4781,586.35,247.61,1.23,0.41,140,Semi,0.33,False,-89.0,7.25,-36.489999999999995
-93.3888,27.4754,630.04,252.06,1.23,0.41,142,Semi,0.33,False,-91.0,7.25,-37.309999999999995
-93.2804,27.4727,605.84,253.9,1.23,0.41,141,Semi,0.33,False,-93.0,7.25,-38.129999999999995
-93.1719,27.4698,590.05,253.27,1.22,0.41,140,Semi,0.33,False,-91.0,7.25,-37.309999999999995
-93.0634,27.4669,764.10,252.65,1.22,0.41,145,Semi,0.33,False,-96.0,7.25,-39.36
-92.9549,27.4638,816.23,252.48,1.22,0.41,146,Semi,0.33,False,-98.0,7.25,-40.18
-92.8465,27.4606,898.99,252.48,1.22,0.41,147,Semi,0.33,False,-98.0,7.25,-40.18
-92.738,27.4573,961.46,252.44,1.21,0.41,147,Semi,0.33,False,-99.0,7.25,-40.589999999999996
-92.6296,27.4539,"1,014.12",252.18,1.2,0.41,148,Semi,0.33,False,-99.0,7.25,-40.589999999999996
-92.5211,27.4504,901.03,251.87,1.2,0.4,151,Semi,0.33,False,-103.0,7.25,-41.2
-92.3043,27.443,858.84,246.34,1.2,0.4,151,Semi,0.33,False,-101.0,7.25,-40.400000000000006
-92.1959,27.4392,831.05,242.11,1.18,0.4,153,Semi,0.33,False,-103.0,7.25,-41.2
-92.0875,27.4352,862.24,238.29,1.18,0.39,154,Semi,0.33,False,-104.0,7.25,-40.56
-91.9791,27.4311,902.32,234.88,1.18,0.39,166,Semi,0.33,False,-116.0,7.25,-45.24
-91.8737,27.4303,944.34,231.24,1.18,0.39,167,Semi,0.33,False,-117.0,7.25,-45.63
-97.1814,27.5979,9.41,33.36,1.12,0.51,84,Monopile,0.19,True,-34.0,8.25,-17.34
-97.081,27.6,19.08,38.09,1.12,0.51,88,Monopile,0.22,True,-38.0,8.75,-19.38
-96.9723,27.601,25.27,43.21,1.12,0.52,92,Jacket,0.22,True,-42.0,8.75,-21.84
-96.8636,27.602,31.49,50.2,1.12,0.52,94,Jacket,0.28,True,-44.0,8.75,-22.880000000000003
-96.7549,27.6028,39.33,58.7,1.17,0.52,97,Jacket,0.28,True,-47.0,8.75,-24.44
-96.6462,27.6035,48.86,67.26,1.22,0.51,97,Semi,0.28,False,-47.0,8.75,-23.97
-96.5375,27.6041,59.89,76.69,1.22,0.51,99,Semi,0.28,False,-48.0,8.75,-24.48
-96.4288,27.6046,71.66,86.42,1.22,0.5,100,Semi,0.28,False,-50.0,8.75,-25.0
-96.3201,27.605,86.01,95.53,1.22,0.5,103,Semi,0.28,False,-52.0,8.75,-26.0
-96.2114,27.6053,100.91,101.41,1.22,0.49,105,Semi,0.28,False,-55.0,8.25,-26.95
-96.1027,27.6054,117.20,106.86,1.22,0.48,107,Semi,0.28,False,-57.0,8.25,-27.36
-95.994,27.6055,139.77,112.35,1.22,0.46,113,Semi,0.28,False,-62.0,8.25,-28.52
-95.8853,27.6054,197.76,117.94,1.22,0.46,115,Semi,0.28,False,-64.0,8.25,-29.44
-95.7766,27.6053,318.46,123.53,1.22,0.46,114,Semi,0.33,False,-64.0,7.75,-29.44
-95.6679,27.605,483.85,128.17,1.23,0.46,117,Semi,0.33,False,-66.0,7.75,-30.360000000000003
-95.5592,27.6046,499.27,131.99,1.23,0.45,119,Semi,0.33,False,-68.0,7.75,-30.6
-95.4505,27.6041,594.49,135.88,1.23,0.45,122,Semi,0.33,False,-71.0,7.75,-31.95
-95.3418,27.6034,652.35,141.0,1.23,0.45,123,Semi,0.33,False,-72.0,7.75,-32.4
-95.2331,27.6027,797.16,146.56,1.23,0.44,126,Semi,0.33,False,-76.0,7.75,-33.44
-95.1245,27.6019,774.98,151.95,1.23,0.44,127,Semi,0.33,False,-76.0,7.75,-33.44
-95.0158,27.6009,759.61,156.41,1.23,0.44,127,Semi,0.33,False,-76.0,7.75,-33.44
-94.9071,27.5998,752.39,160.73,1.23,0.44,127,Semi,0.33,False,-76.0,7.75,-33.44
-94.7984,27.5987,693.81,165.17,1.23,0.44,127,Semi,0.33,False,-76.0,7.75,-33.44
-94.6897,27.5974,693.77,169.87,1.24,0.44,128,Semi,0.33,False,-77.0,7.25,-33.88
-94.581,27.596,735.79,174.58,1.24,0.44,129,Semi,0.33,False,-78.0,7.25,-34.32
-94.4724,27.5945,718.97,180.0,1.24,0.44,129,Semi,0.33,False,-78.0,7.25,-34.32
-94.3637,27.5928,684.65,186.06,1.24,0.44,129,Semi,0.33,False,-78.0,7.25,-34.32
-94.255,27.5911,630.38,192.16,1.24,0.44,128,Semi,0.33,False,-78.0,7.25,-34.32
-94.1463,27.5892,777.54,198.98,1.24,0.44,131,Semi,0.33,False,-81.0,7.25,-35.64
-94.0377,27.5873,678.66,206.07,1.24,0.44,130,Semi,0.33,False,-79.0,7.25,-34.76
-93.929,27.5852,691.15,213.27,1.24,0.44,131,Semi,0.33,False,-80.0,7.25,-35.2
-93.8204,27.583,611.06,221.05,1.24,0.44,130,Semi,0.33,False,-79.0,7.25,-34.76
-93.7118,27.5807,606.11,228.91,1.23,0.43,132,Semi,0.33,False,-81.0,7.25,-34.83
-93.6031,27.5783,509.47,235.41,1.23,0.41,138,Semi,0.33,False,-87.0,7.25,-35.669999999999995
-93.4945,27.5758,366.43,238.75,1.23,0.41,137,Semi,0.33,False,-86.0,7.25,-35.26
-93.3859,27.5732,439.80,241.96,1.23,0.41,138,Semi,0.33,False,-87.0,7.25,-35.669999999999995
-93.2772,27.5704,383.82,243.18,1.23,0.41,137,Semi,0.33,False,-88.0,7.25,-36.08
-93.1686,27.5676,413.93,242.52,1.22,0.41,137,Semi,0.33,False,-88.0,7.25,-36.08
-93.06,27.5646,538.42,241.88,1.22,0.41,140,Semi,0.33,False,-91.0,7.25,-37.309999999999995
-92.9514,27.5615,668.31,241.7,1.22,0.41,143,Semi,0.33,False,-95.0,7.25,-38.949999999999996
-92.8429,27.5583,831.18,241.7,1.22,0.41,146,Semi,0.33,False,-98.0,7.25,-40.18
-92.7343,27.555,802.09,241.69,1.21,0.41,146,Semi,0.33,False,-97.0,7.25,-39.769999999999996
-92.6257,27.5516,682.94,241.61,1.2,0.41,144,Semi,0.33,False,-95.0,7.25,-38.949999999999996
-92.5172,27.5481,723.31,241.53,1.2,0.4,148,Semi,0.33,False,-99.0,7.25,-39.6
-92.4086,27.5444,890.66,240.28,1.2,0.4,151,Semi,0.33,False,-102.0,7.25,-40.800000000000004
-92.3001,27.5407,938.60,236.23,1.2,0.4,152,Semi,0.33,False,-103.0,7.25,-41.2
-92.1915,27.5368,942.47,232.07,1.18,0.4,154,Semi,0.33,False,-104.0,7.25,-41.6
-92.083,27.5329,831.40,228.21,1.18,0.39,156,Semi,0.33,False,-106.0,7.25,-41.34
-91.9745,27.5288,771.82,224.65,1.18,0.39,163,Semi,0.33,False,-113.0,7.25,-44.07
-91.866,27.5246,850.60,221.13,1.18,0.39,165,Semi,0.33,False,-115.0,7.25,-44.85
-91.7575,27.5203,961.50,218.53,1.18,0.39,165,Semi,0.33,False,-115.0,7.25,-44.85
-91.649,27.5159,979.85,216.32,1.17,0.39,164,Semi,0.33,False,-114.0,7.25,-44.46
-91.54,27.5118,985.82,213.82,1.17,0.39,164,Semi,0.33,False,-114.0,7.25,-44.46
-91.4321,27.5067,977.03,210.07,1.17,0.39,164,Semi,0.33,False,-114.0,7.25,-44.46
-97.0812,27.6969,13.80,30.93,1.12,0.5,87,Monopile,0.19,True,-36.0,8.25,-18.0
-96.9734,27.6987,21.40,36.65,1.12,0.5,91,Monopile,0.22,True,-41.0,8.75,-20.5
-96.8646,27.6997,26.66,44.4,1.12,0.51,94,Jacket,0.22,True,-44.0,8.75,-22.44
-96.7558,27.7005,32.81,53.68,1.16,0.5,97,Jacket,0.28,True,-47.0,8.75,-23.5
-96.647,27.7012,40.15,62.92,1.22,0.5,98,Semi,0.28,False,-48.0,8.75,-24.0
-96.5382,27.7018,50.00,71.5,1.22,0.5,100,Semi,0.28,False,-50.0,8.25,-25.0
-96.4293,27.7023,59.74,79.85,1.22,0.49,102,Semi,0.28,False,-52.0,8.25,-25.48
-96.3205,27.7027,70.11,87.73,1.22,0.49,104,Semi,0.28,False,-54.0,8.25,-26.46
-96.2117,27.703,81.39,93.19,1.22,0.48,106,Semi,0.28,False,-56.0,8.25,-26.88
-96.1029,27.7032,90.76,98.32,1.22,0.47,109,Semi,0.28,False,-59.0,8.25,-27.729999999999997
-95.994,27.7032,96.08,103.46,1.22,0.46,112,Semi,0.28,False,-61.0,8.25,-28.060000000000002
-95.8852,27.7031,99.61,108.6,1.22,0.46,113,Semi,0.28,False,-62.0,8.25,-28.52
-95.7764,27.703,113.10,113.75,1.22,0.46,111,Semi,0.28,False,-61.0,8.25,-28.060000000000002
-95.6676,27.7027,225.97,118.27,1.23,0.45,114,Semi,0.33,False,-64.0,8.25,-28.8
-95.5587,27.7023,257.42,122.25,1.23,0.45,116,Semi,0.33,False,-65.0,7.75,-29.25
-95.4499,27.7018,362.43,126.3,1.23,0.45,118,Semi,0.33,False,-67.0,7.75,-30.150000000000002
-95.3411,27.7012,427.27,131.54,1.23,0.44,119,Semi,0.33,False,-69.0,7.75,-30.36
-95.2323,27.7004,577.14,137.21,1.23,0.44,122,Semi,0.33,False,-72.0,7.75,-31.68
-95.1234,27.6996,574.55,142.65,1.23,0.44,123,Semi,0.33,False,-72.0,7.75,-31.68
-95.0146,27.6986,534.19,146.89,1.23,0.44,122,Semi,0.33,False,-72.0,7.75,-31.68
-94.9058,27.6976,471.63,150.95,1.23,0.44,122,Semi,0.33,False,-72.0,7.25,-31.68
-94.797,27.6964,440.77,155.3,1.23,0.44,123,Semi,0.33,False,-72.0,7.25,-31.68
-94.6882,27.6951,439.43,160.28,1.24,0.44,123,Semi,0.33,False,-73.0,7.25,-32.12
-94.5794,27.6937,404.09,165.28,1.24,0.44,123,Semi,0.33,False,-72.0,7.25,-31.68
-94.4706,27.6922,402.78,171.0,1.24,0.44,124,Semi,0.33,False,-73.0,7.25,-32.12
-94.3618,27.6905,434.23,177.37,1.24,0.44,124,Semi,0.33,False,-74.0,7.25,-32.56
-94.253,27.6888,434.46,183.78,1.24,0.44,125,Semi,0.33,False,-74.0,7.25,-32.56
-94.1442,27.6869,525.11,190.89,1.24,0.44,127,Semi,0.33,False,-76.0,7.25,-33.44
-94.0354,27.685,448.84,198.28,1.24,0.44,126,Semi,0.33,False,-75.0,7.25,-33.0
-93.9267,27.6829,518.62,205.7,1.24,0.44,128,Semi,0.33,False,-77.0,7.25,-33.88
-93.8179,27.6807,360.46,213.3,1.24,0.43,127,Semi,0.33,False,-76.0,7.25,-32.68
-93.7091,27.6784,346.89,220.93,1.23,0.41,134,Semi,0.33,False,-83.0,7.25,-34.03
-93.6004,27.676,311.76,227.0,1.23,0.41,136,Semi,0.33,False,-84.0,7.25,-34.44
-93.4916,27.6735,218.80,229.43,1.23,0.41,135,Semi,0.33,False,-83.0,7.25,-34.03
-93.3829,27.6708,237.19,231.72,1.23,0.41,134,Semi,0.33,False,-85.0,7.25,-34.85
-93.2741,27.6681,273.03,232.47,1.23,0.41,134,Semi,0.33,False,-86.0,7.25,-35.26
-93.1654,27.6652,233.47,231.78,1.22,0.41,134,Semi,0.33,False,-85.0,7.25,-34.85
-93.0567,27.6623,235.81,231.11,1.22,0.41,135,Semi,0.33,False,-87.0,7.25,-35.669999999999995
-92.948,27.6592,418.38,230.92,1.22,0.41,138,Semi,0.33,False,-90.0,7.25,-36.9
-92.8392,27.656,636.67,230.92,1.22,0.41,142,Semi,0.33,False,-94.0,7.25,-38.54
-92.7305,27.6527,684.77,230.92,1.21,0.41,143,Semi,0.33,False,-94.0,7.25,-38.54
-92.6219,27.6493,573.05,230.92,1.2,0.41,141,Semi,0.33,False,-93.0,7.25,-38.129999999999995
-92.5132,27.6457,578.62,230.92,1.2,0.4,143,Semi,0.33,False,-95.0,7.25,-38.0
-92.4045,27.6421,590.19,229.81,1.2,0.4,145,Semi,0.33,False,-96.0,7.25,-38.400000000000006
-92.2958,27.6383,580.50,226.0,1.2,0.4,146,Semi,0.33,False,-96.0,7.25,-38.400000000000006
-92.1872,27.6345,650.61,222.07,1.18,0.4,149,Semi,0.33,False,-99.0,7.25,-39.6
-92.0785,27.6305,710.13,218.25,1.18,0.39,158,Semi,0.33,False,-108.0,7.25,-42.120000000000005
-91.9699,27.6264,802.21,214.52,1.18,0.39,163,Semi,0.33,False,-113.0,7.25,-44.07
-91.8613,27.6222,587.77,210.83,1.18,0.39,159,Semi,0.33,False,-109.0,7.25,-42.51
-91.7527,27.6179,849.02,208.1,1.18,0.39,164,Semi,0.33,False,-114.0,7.25,-44.46
-91.644,27.6135,812.23,205.77,1.17,0.39,162,Semi,0.33,False,-112.0,7.25,-43.68
-91.5355,27.609,899.51,203.28,1.17,0.39,163,Semi,0.33,False,-113.0,7.25,-44.07
-91.4269,27.6043,938.66,199.8,1.17,0.39,162,Semi,0.33,False,-112.0,7.25,-43.68
-91.3183,27.5996,892.15,196.15,1.17,0.4,160,Semi,0.33,False,-110.0,7.25,-44.0
-91.0997,27.5916,973.68,187.81,1.16,0.36,175,Semi,0.33,False,-125.0,7.25,-45.0
-90.9927,27.5846,919.16,183.78,1.16,0.36,175,Semi,0.33,False,-124.0,7.25,-44.64
-96.9745,27.7964,16.39,31.16,1.12,0.48,93,Monopile,0.19,True,-43.0,8.25,-20.64
-96.8656,27.7974,22.13,40.31,1.12,0.49,94,Monopile,0.22,True,-44.0,8.25,-21.56
-96.7567,27.7982,26.80,50.29,1.05,0.5,97,Jacket,0.28,True,-47.0,8.25,-23.5
-96.6477,27.7989,32.52,60.08,1.04,0.49,100,Jacket,0.28,True,-50.0,8.25,-24.5
-96.5388,27.7995,40.27,66.79,1.04,0.49,100,Semi,0.28,False,-50.0,8.25,-24.5
-96.4298,27.8,48.88,72.45,1.04,0.49,102,Semi,0.28,False,-51.0,8.25,-24.99
-96.3209,27.8004,57.00,78.11,1.04,0.48,103,Semi,0.28,False,-53.0,8.25,-25.439999999999998
-96.2119,27.8007,64.55,83.81,1.12,0.48,106,Semi,0.28,False,-55.0,8.25,-26.4
-96.103,27.8008,69.97,89.53,1.14,0.47,108,Semi,0.28,False,-58.0,8.25,-27.259999999999998
-95.994,27.8009,66.57,94.84,1.14,0.46,110,Semi,0.28,False,-60.0,8.25,-27.6
-95.8851,27.8008,64.38,99.29,1.14,0.46,110,Semi,0.28,False,-59.0,8.25,-27.14
-95.7761,27.8007,66.59,103.72,1.15,0.46,110,Semi,0.28,False,-59.0,8.25,-27.14
-95.5582,27.8,84.14,112.46,1.16,0.45,113,Semi,0.28,False,-62.0,8.25,-27.900000000000002
-95.4493,27.7995,110.26,116.87,1.16,0.45,114,Semi,0.33,False,-63.0,7.75,-28.35
-95.3403,27.7988,162.98,122.17,1.16,0.45,115,Semi,0.33,False,-64.0,7.75,-28.8
-95.2314,27.7981,225.63,127.79,1.17,0.44,116,Semi,0.33,False,-66.0,7.75,-29.04
-95.1224,27.7973,291.50,133.18,1.18,0.44,118,Semi,0.33,False,-67.0,7.75,-29.48
-95.0135,27.7963,327.62,137.29,1.18,0.44,119,Semi,0.33,False,-68.0,7.25,-29.92
-94.9046,27.7952,368.40,141.21,1.18,0.44,120,Semi,0.33,False,-70.0,7.25,-30.8
-94.7956,27.7941,359.05,145.56,1.18,0.44,121,Semi,0.33,False,-70.0,7.25,-30.8
-94.6867,27.7928,377.07,150.85,1.19,0.44,121,Semi,0.33,False,-71.0,7.25,-31.24
-94.5778,27.7914,385.75,156.17,1.19,0.44,122,Semi,0.33,False,-71.0,7.25,-31.24
-94.4688,27.7898,312.96,162.22,1.19,0.44,121,Semi,0.33,False,-71.0,7.25,-31.24
-94.3599,27.7882,332.77,168.92,1.19,0.44,122,Semi,0.33,False,-71.0,7.25,-31.24
-94.251,27.7865,341.10,175.65,1.19,0.44,123,Semi,0.33,False,-72.0,7.25,-31.68
-94.1421,27.7846,274.46,183.09,1.2,0.44,122,Semi,0.33,False,-72.0,7.25,-31.68
-94.0332,27.7826,328.81,190.78,1.2,0.44,124,Semi,0.33,False,-73.0,7.25,-32.12
-93.9243,27.7806,243.82,198.39,1.2,0.44,124,Semi,0.33,False,-73.0,7.25,-32.12
-93.8154,27.7784,219.33,205.53,1.2,0.41,131,Semi,0.33,False,-80.0,7.25,-32.8
-93.7065,27.7761,188.62,212.61,1.19,0.41,133,Semi,0.33,False,-82.0,7.25,-33.62
-93.5976,27.7737,211.08,218.07,1.19,0.41,133,Semi,0.33,False,-82.0,7.25,-33.62
-93.4887,27.7711,216.02,219.79,1.2,0.41,132,Semi,0.33,False,-81.0,7.25,-33.21
-93.3799,27.7685,197.08,221.37,1.2,0.43,129,Semi,0.33,False,-80.0,7.25,-34.4
-93.271,27.7658,209.62,221.77,1.19,0.41,132,Semi,0.33,False,-84.0,7.25,-34.44
-93.1622,27.7629,207.15,221.04,1.19,0.41,132,Semi,0.33,False,-84.0,7.25,-34.44
-93.0533,27.7599,179.86,220.34,1.19,0.41,134,Semi,0.33,False,-85.0,7.25,-34.85
-92.9445,27.7568,246.52,220.14,1.19,0.41,135,Semi,0.33,False,-87.0,7.25,-35.669999999999995
-92.8356,27.7536,295.66,220.14,1.19,0.41,136,Semi,0.33,False,-88.0,7.25,-36.08
-92.7268,27.7503,539.99,220.14,1.18,0.41,140,Semi,0.33,False,-91.0,7.25,-37.309999999999995
-92.618,27.7469,538.96,220.14,1.18,0.41,140,Semi,0.33,False,-91.0,7.25,-37.309999999999995
-92.5092,27.7434,528.14,220.14,1.18,0.4,142,Semi,0.33,False,-93.0,7.25,-37.2
-92.4004,27.7397,408.94,219.13,1.18,0.4,141,Semi,0.33,False,-93.0,7.25,-37.2
-92.2916,27.736,511.54,215.67,1.18,0.4,143,Semi,0.33,False,-95.0,7.25,-38.0
-92.1828,27.7321,495.99,212.11,1.17,0.4,144,Semi,0.33,False,-94.0,7.25,-37.6
-92.074,27.7281,622.89,208.37,1.17,0.39,159,Semi,0.33,False,-109.0,7.25,-42.51
-91.9653,27.724,500.04,204.45,1.17,0.4,157,Semi,0.33,False,-107.0,7.25,-42.800000000000004
-91.8565,27.7198,606.89,200.57,1.17,0.4,158,Semi,0.33,False,-108.0,7.25,-43.2
-91.7478,27.7155,761.79,197.7,1.17,0.39,161,Semi,0.33,False,-111.0,7.25,-43.29
-91.6391,27.7111,731.39,195.24,1.16,0.39,160,Semi,0.33,False,-110.0,7.25,-42.9
-91.5303,27.7066,692.93,192.69,1.17,0.39,158,Semi,0.33,False,-108.0,7.25,-42.120000000000005
-91.4216,27.7019,768.84,189.57,1.17,0.39,159,Semi,0.33,False,-109.0,7.25,-42.51
-91.313,27.6972,743.87,186.36,1.17,0.4,156,Semi,0.33,False,-106.0,7.25,-42.400000000000006
-91.2043,27.6923,836.48,182.79,1.16,0.37,168,Semi,0.33,False,-118.0,7.25,-43.66
-91.0956,27.6873,817.42,178.3,1.16,0.36,172,Semi,0.33,False,-122.0,7.25,-43.92
-90.9869,27.6822,788.55,173.78,1.16,0.36,171,Semi,0.33,False,-121.0,7.25,-43.559999999999995
-90.8783,27.677,"1,023.04",170.05,1.16,0.36,174,Semi,0.33,False,-123.0,6.75,-44.28
-90.7697,27.6717,945.76,167.17,1.16,0.36,174,Semi,0.33,False,-124.0,6.75,-44.64
-90.6615,27.6667,964.47,164.3,1.15,0.39,164,Semi,0.33,False,-115.0,6.75,-44.85
-96.9728,27.8917,9.65,26.37,1.12,0.43,97,Monopile,0.19,True,-46.0,7.75,-19.78
-96.8666,27.895,16.96,36.35,1.06,0.49,92,Monopile,0.22,True,-41.0,8.25,-20.09
