wfarm_id,Longitude,Latitude,reeds_region,Depth,Dist_S_to_L,Hs_Average,NCF,LCOE,type_min_lcoe,capacity,isfixed,State,LACE,Net value,Wind speed
1599,-78.8072,32.6939,298,34.46,92.32,1.33,0.49,110,Jacket,0.28,TRUE,South Carolina,41,-69,8.5 - 9.0
1908,-76.6008,33.5173,294,335.04,91.43,1.64,0.50,110,Semi,0.33,FALSE,North Carolina,40,-70,8.5 - 9.0
4193,-67.1015,41.4447,349,54.97,201.42,1.86,0.58,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
6474,-94.0034,29.0501,256,18.80,80.00,0.92,0.43,110,Monopile,0.28,TRUE,Texas,71,-39,7.5 - 8.0
1571,-78.9416,32.6161,298,34.07,88.22,1.33,0.49,110,Jacket,0.28,TRUE,South Carolina,42,-69,8.0 - 8.5
2920,-73.5998,38.9038,332,48.32,58.83,1.42,0.52,110,Semi,0.28,FALSE,New Jersey,75,-35,8.5 - 9.0
3910,-67.3715,40.8013,349,88.02,186.83,1.89,0.58,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
5787,-95.4474,28.0924,174,49.74,90.19,1.16,0.45,110,Semi,0.28,FALSE,Texas,51,-60,7.5 - 8.0
6707,-91.5577,29.2694,261,4.86,44.29,0.31,0.42,110,Monopile,0.22,TRUE,Louisiana,50,-61,7.5 - 8.0
6409,-94.1162,28.9547,175,18.87,90.11,0.92,0.43,110,Monopile,0.28,TRUE,Texas,51,-59,7.5 - 8.0
10585,-157.9116,21.0540,329,569.80,26.88,1.37,0.52,110,Semi,0.28,FALSE,Hawaii,,,8.5 - 9.0
6216,-94.6730,28.6707,175,27.65,77.52,1.09,0.44,110,Jacket,0.28,TRUE,Texas,51,-60,7.5 - 8.0
3519,-68.8471,40.1307,349,254.81,141.31,1.92,0.57,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
1289,-79.6883,31.8436,297,47.21,92.98,1.36,0.46,110,Semi,0.33,FALSE,South Carolina,41,-69,8.0 - 8.5
1781,-77.7446,33.2151,292,37.34,82.64,1.47,0.49,110,Jacket,0.28,TRUE,North Carolina,50,-61,8.0 - 8.5
8471,-83.8921,45.4956,216,29.11,24.69,0.48,0.48,110,Jacket,0.19,TRUE,Michigan,42,-68,7.0 - 7.5
6144,-94.7845,28.5746,175,31.92,77.43,1.07,0.45,110,Jacket,0.28,TRUE,Texas,51,-60,7.5 - 8.0
10502,-156.5373,21.0756,329,327.83,9.87,1.86,0.51,110,Semi,0.22,FALSE,Hawaii,,,7.0 - 7.5
1626,-78.6725,32.7715,298,33.67,92.90,1.33,0.49,110,Jacket,0.28,TRUE,South Carolina,41,-69,8.5 - 9.0
6072,-94.8957,28.4783,175,35.97,76.94,1.06,0.45,110,Jacket,0.28,TRUE,Texas,51,-60,7.5 - 8.0
5860,-95.2278,28.1886,175,47.71,89.44,1.17,0.45,110,Semi,0.28,FALSE,Texas,51,-60,7.5 - 8.0
3949,-67.3332,40.8933,349,81.02,187.38,1.89,0.57,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
2020,-75.9973,34.0044,294,488.38,71.35,1.64,0.50,110,Semi,0.28,FALSE,North Carolina,40,-70,8.5 - 9.0
8258,-76.2957,43.7839,336,25.75,0.00,0.61,0.41,110,Jacket,0.22,TRUE,New York,55,-55,8.0 - 8.5
1785,-77.2880,33.1404,292,225.86,109.99,1.57,0.49,110,Semi,0.33,FALSE,North Carolina,50,-61,8.0 - 8.5
5643,-95.6668,27.8980,174,60.14,97.98,1.16,0.45,110,Semi,0.28,FALSE,Texas,51,-60,8.0 - 8.5
4142,-67.0165,41.3239,349,62.22,207.68,1.86,0.58,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
5569,-95.9940,27.8009,174,66.57,94.84,1.14,0.46,110,Semi,0.28,FALSE,Texas,50,-60,8.0 - 8.5
8576,-84.1060,45.8944,211,51.52,1.87,0.46,0.45,110,Jacket,0.22,TRUE,Michigan,63,-47,8.0 - 8.5
4328,-67.7329,41.8920,349,37.58,162.54,1.71,0.58,110,Jacket,0.33,TRUE,Massachusetts,93,-17,9.5 - 10.0
2878,-73.5366,38.6943,332,65.16,80.91,1.52,0.50,110,Semi,0.33,FALSE,New Jersey,75,-35,9.0 - 9.5
1388,-79.5164,32.1129,299,39.65,87.27,1.36,0.46,110,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
6280,-94.4511,28.7652,175,24.69,84.57,0.94,0.44,110,Monopile,0.28,TRUE,Texas,51,-60,7.5 - 8.0
4051,-67.9612,41.3392,349,34.75,129.75,1.72,0.57,110,Jacket,0.33,TRUE,Massachusetts,93,-17,9.5 - 10.0
6504,-90.6907,28.9378,261,9.17,43.78,0.49,0.41,110,Monopile,0.22,TRUE,Louisiana,50,-61,7.0 - 7.5
2779,-73.9241,38.2712,315,72.56,77.80,1.41,0.50,110,Semi,0.33,FALSE,Maryland,73,-37,8.5 - 9.0
1321,-79.7816,31.9554,297,35.72,81.45,1.20,0.47,110,Jacket,0.28,TRUE,South Carolina,41,-69,8.0 - 8.5
2944,-73.5704,38.9973,332,50.48,50.29,1.42,0.53,110,Semi,0.28,FALSE,New Jersey,75,-35,8.5 - 9.0
6625,-92.4481,29.2049,162,14.28,58.44,0.90,0.42,110,Monopile,0.28,TRUE,Louisiana,48,-62,7.5 - 8.0
2459,-74.7568,36.7434,307,74.91,78.16,1.42,0.48,110,Semi,0.33,FALSE,Virginia,54,-56,8.5 - 9.0
4244,-67.0625,41.5366,349,56.10,205.35,1.86,0.58,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
1518,-78.8694,32.4086,298,104.04,106.10,1.33,0.48,110,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
4292,-67.0234,41.6285,349,58.26,207.10,1.86,0.58,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.5 - 10.0
1754,-78.1094,33.1750,292,32.68,80.35,1.43,0.48,110,Jacket,0.28,TRUE,North Carolina,50,-61,8.0 - 8.5
1652,-78.5376,32.8489,298,38.55,92.29,1.28,0.49,110,Jacket,0.28,TRUE,South Carolina,41,-69,8.5 - 9.0
1290,-79.5756,31.8270,297,63.84,102.82,1.36,0.47,110,Semi,0.33,FALSE,South Carolina,41,-69,7.5 - 8.0
6549,-93.3372,29.1331,162,19.01,74.39,0.94,0.43,110,Monopile,0.28,TRUE,Louisiana,48,-62,7.5 - 8.0
8530,-84.1405,45.7018,216,46.62,13.91,0.47,0.46,110,Jacket,0.22,TRUE,Michigan,42,-68,8.0 - 8.5
3009,-73.2369,39.2325,332,60.68,53.10,1.47,0.53,110,Semi,0.33,FALSE,New Jersey,75,-36,9.0 - 9.5
5167,-96.3172,26.8223,174,459.45,122.51,1.27,0.49,110,Semi,0.33,FALSE,Texas,50,-60,8.0 - 8.5
3148,-72.5324,39.7933,342,66.04,94.66,1.46,0.55,110,Semi,0.33,FALSE,New York,86,-24,9.0 - 9.5
3798,-67.7311,40.5822,349,97.33,168.72,1.97,0.57,110,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
3364,-69.7231,39.9211,349,299.62,125.71,1.84,0.56,110,Semi,0.33,FALSE,Massachusetts,93,-17,9.0 - 9.5
812,-81.1628,30.7748,275,14.81,34.76,0.92,0.40,110,Monopile,0.28,TRUE,Georgia,41,-69,7.0 - 7.5
3127,-72.6865,39.7234,342,68.68,88.35,1.54,0.55,110,Semi,0.33,FALSE,New York,86,-24,9.0 - 9.5
1546,-78.7352,32.4863,298,117.68,111.44,1.42,0.49,110,Semi,0.28,FALSE,South Carolina,42,-69,8.5 - 9.0
1574,-78.6008,32.5639,298,100.35,114.77,1.48,0.49,110,Semi,0.28,FALSE,South Carolina,41,-69,8.5 - 9.0
2664,-74.2148,37.7315,315,197.40,80.71,1.50,0.49,110,Semi,0.33,FALSE,Maryland,73,-37,8.5 - 9.0
3722,-67.9287,40.4262,349,158.31,164.13,1.93,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1729,-78.2453,33.0981,298,31.86,84.57,1.36,0.48,111,Jacket,0.28,TRUE,South Carolina,42,-69,8.0 - 8.5
3130,-72.3175,39.6528,342,112.95,118.68,1.57,0.54,111,Semi,0.33,FALSE,New York,86,-24,9.0 - 9.5
1253,-80.0458,31.7972,297,34.14,63.40,1.16,0.46,111,Jacket,0.28,TRUE,South Carolina,41,-69,8.0 - 8.5
2600,-74.4185,37.4721,314,234.86,86.40,1.42,0.50,111,Semi,0.33,FALSE,Virginia,97,-14,8.5 - 9.0
6346,-94.3390,28.8610,175,23.51,86.45,0.87,0.44,111,Monopile,0.28,TRUE,Texas,51,-60,7.5 - 8.0
6705,-91.7792,29.2783,261,5.74,56.54,0.41,0.42,111,Monopile,0.22,TRUE,Louisiana,50,-61,7.5 - 8.0
3288,-70.4043,39.8825,345,696.05,116.79,1.75,0.56,111,Semi,0.33,FALSE,Rhode Island,104,-7,9.0 - 9.5
10578,-157.5283,21.2161,329,614.60,17.58,1.43,0.52,111,Semi,0.22,FALSE,Hawaii,,,7.5 - 8.0
4089,-67.9234,41.4313,349,34.67,133.42,1.72,0.57,111,Jacket,0.33,TRUE,Massachusetts,93,-18,9.5 - 10.0
5291,-95.9941,27.3122,174,448.94,138.20,1.22,0.50,111,Semi,0.33,FALSE,Texas,50,-60,7.5 - 8.0
2816,-73.7454,38.4361,332,71.08,86.17,1.46,0.50,111,Semi,0.33,FALSE,New Jersey,75,-36,8.5 - 9.0
1681,-78.1745,32.8904,298,89.27,107.12,1.43,0.48,111,Semi,0.33,FALSE,South Carolina,42,-69,8.0 - 8.5
9808,-124.7243,42.0801,14,607.51,41.52,2.51,0.53,111,Semi,0.28,FALSE,Oregon,55,-56,10.5 - 11.0
2856,-73.5658,38.6008,332,68.33,88.01,1.52,0.50,111,Semi,0.33,FALSE,New Jersey,75,-36,9.0 - 9.5
3986,-67.2948,40.9852,349,72.32,188.23,1.90,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1968,-76.3005,33.7615,294,557.93,82.65,1.55,0.51,111,Semi,0.33,FALSE,North Carolina,40,-70,8.5 - 9.0
1930,-76.4626,33.5922,294,411.81,88.68,1.64,0.50,111,Semi,0.33,FALSE,North Carolina,40,-70,8.5 - 9.0
5857,-95.5562,28.1905,174,39.48,75.34,1.16,0.45,111,Jacket,0.28,TRUE,Texas,51,-60,8.0 - 8.5
1220,-79.8398,31.6692,297,44.80,86.50,1.33,0.46,111,Semi,0.33,FALSE,South Carolina,41,-69,8.0 - 8.5
3527,-72.7799,41.0305,342,28.94,12.87,0.32,0.46,111,Jacket,0.19,TRUE,New York,87,-24,7.5 - 8.0
2761,-74.0736,38.1997,315,68.61,67.02,1.48,0.49,111,Semi,0.33,FALSE,Maryland,73,-37,8.5 - 9.0
3353,-71.0750,40.2028,345,125.49,84.02,1.69,0.53,111,Semi,0.33,FALSE,Rhode Island,104,-7,9.0 - 9.5
3132,-72.0720,39.6051,342,199.29,128.92,1.65,0.55,111,Semi,0.33,FALSE,New York,86,-24,9.0 - 9.5
4194,-66.9775,41.4158,349,62.62,211.46,1.86,0.58,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
3835,-67.5705,40.6459,349,88.39,177.73,1.99,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1074,-80.8141,31.4143,275,19.26,51.61,0.73,0.43,111,Monopile,0.28,TRUE,Georgia,41,-70,7.5 - 8.0
1760,-77.4247,33.0645,292,236.67,109.95,1.56,0.49,111,Semi,0.33,FALSE,North Carolina,50,-61,8.0 - 8.5
2969,-73.2966,39.0456,332,65.31,59.62,1.44,0.53,111,Semi,0.33,FALSE,New Jersey,75,-36,9.0 - 9.5
5999,-95.1164,28.3828,175,35.85,73.46,1.06,0.44,111,Jacket,0.28,TRUE,Texas,51,-60,7.5 - 8.0
1487,-79.1165,32.3479,299,47.88,91.13,1.33,0.46,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
4329,-67.6079,41.8637,349,35.87,170.93,1.74,0.58,111,Jacket,0.33,TRUE,Massachusetts,93,-18,9.5 - 10.0
2705,-74.1586,37.9188,315,106.03,71.61,1.48,0.48,111,Semi,0.33,FALSE,Maryland,73,-37,8.5 - 9.0
4093,-67.4268,41.3182,349,39.94,173.75,1.78,0.56,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
4018,-67.6272,41.1626,349,48.13,157.68,1.89,0.56,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
4287,-67.6463,41.7716,349,37.75,164.30,1.75,0.58,111,Jacket,0.33,TRUE,Massachusetts,93,-18,9.5 - 10.0
3561,-68.5661,40.1684,349,257.62,148.85,1.97,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
2686,-74.1867,37.8251,315,124.66,74.89,1.48,0.48,111,Semi,0.33,FALSE,Maryland,73,-38,8.5 - 9.0
1219,-79.9523,31.6856,297,41.78,75.99,1.33,0.46,111,Semi,0.28,FALSE,South Carolina,41,-70,8.0 - 8.5
1038,-80.9444,31.3340,275,15.39,46.88,0.73,0.42,111,Monopile,0.28,TRUE,Georgia,41,-70,7.5 - 8.0
1488,-79.0033,32.3308,299,81.30,100.57,1.33,0.47,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
9858,-124.8663,43.0581,14,332.71,19.30,2.64,0.49,111,Semi,0.28,FALSE,Oregon,55,-56,9.5 - 10.0
3225,-71.4526,39.8804,342,459.24,111.69,1.62,0.56,111,Semi,0.33,FALSE,New York,86,-25,9.0 - 9.5
1679,-78.4024,32.9262,298,38.46,92.78,1.28,0.49,111,Jacket,0.28,TRUE,South Carolina,42,-69,8.0 - 8.5
1422,-79.3833,32.1914,299,39.54,86.51,1.36,0.46,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
3761,-67.7687,40.4902,349,132.99,171.51,1.95,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1705,-78.2669,33.0032,298,32.66,92.71,1.33,0.48,111,Jacket,0.28,TRUE,South Carolina,42,-69,8.0 - 8.5
1256,-79.7078,31.7482,297,51.52,95.32,1.39,0.46,111,Semi,0.33,FALSE,South Carolina,41,-70,7.5 - 8.0
1389,-79.4033,32.0961,299,46.44,94.70,1.36,0.46,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
4245,-66.9383,41.5076,349,63.20,215.14,1.86,0.58,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
7496,-87.1486,41.9483,219,48.10,27.06,0.48,0.49,111,Jacket,0.28,TRUE,Indiana,49,-62,8.0 - 8.5
1217,-80.1775,31.7179,297,30.96,55.21,1.30,0.45,111,Jacket,0.28,TRUE,South Carolina,41,-70,8.0 - 8.5
3049,-72.8091,39.3501,330,77.52,85.86,1.46,0.54,111,Semi,0.33,FALSE,New Jersey,73,-38,9.0 - 9.5
1455,-79.2501,32.2697,299,43.19,87.68,1.27,0.46,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
1735,-77.5611,32.9885,292,238.82,111.51,1.56,0.49,111,Semi,0.33,FALSE,North Carolina,50,-61,8.0 - 8.5
1951,-76.3241,33.6669,294,474.67,89.14,1.64,0.50,111,Semi,0.33,FALSE,North Carolina,40,-71,8.5 - 9.0
6550,-93.2265,29.1303,162,19.12,74.33,0.93,0.43,111,Monopile,0.28,TRUE,Louisiana,48,-63,7.5 - 8.0
7953,-82.3459,43.5758,218,49.49,33.90,0.54,0.48,111,Jacket,0.28,TRUE,Michigan,57,-54,8.0 - 8.5
1755,-77.9952,33.1569,292,34.73,83.71,1.43,0.48,111,Jacket,0.28,TRUE,North Carolina,50,-61,8.0 - 8.5
1288,-79.8010,31.8600,297,38.63,83.06,1.17,0.47,111,Jacket,0.28,TRUE,South Carolina,41,-70,8.0 - 8.5
5335,-95.9941,27.4100,174,349.49,130.96,1.22,0.49,111,Semi,0.33,FALSE,Texas,50,-61,7.5 - 8.0
8257,-76.4252,43.8047,336,41.02,0.00,0.67,0.43,111,Jacket,0.22,TRUE,New York,55,-56,8.0 - 8.5
1113,-80.3464,31.4473,275,33.44,61.07,1.12,0.46,111,Jacket,0.28,TRUE,Georgia,41,-71,8.0 - 8.5
1419,-79.7230,32.2414,299,27.66,65.51,1.18,0.45,111,Jacket,0.28,TRUE,South Carolina,42,-69,7.5 - 8.0
1837,-76.7857,33.2532,293,410.79,115.68,1.59,0.50,111,Semi,0.33,FALSE,North Carolina,46,-65,8.5 - 9.0
2988,-73.2668,39.1390,332,61.53,56.17,1.47,0.53,111,Semi,0.33,FALSE,New Jersey,75,-36,9.0 - 9.5
1602,-78.4662,32.6412,298,155.79,115.45,1.48,0.49,111,Semi,0.33,FALSE,South Carolina,42,-70,8.5 - 9.0
3873,-67.4096,40.7094,349,91.59,187.55,1.98,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
3131,-72.1947,39.6290,342,128.50,124.60,1.65,0.54,111,Semi,0.33,FALSE,New York,86,-25,9.0 - 9.5
6002,-94.7873,28.3796,175,40.29,91.73,1.07,0.44,111,Semi,0.28,FALSE,Texas,51,-60,7.5 - 8.0
5260,-95.9941,27.2144,174,525.84,144.26,1.27,0.50,111,Semi,0.33,FALSE,Texas,50,-61,7.5 - 8.0
4138,-67.5125,41.4387,349,37.25,167.21,1.78,0.58,111,Jacket,0.33,TRUE,Massachusetts,93,-18,9.5 - 10.0
5788,-95.3381,28.0917,174,52.13,94.84,1.16,0.45,111,Semi,0.28,FALSE,Texas,51,-60,7.5 - 8.0
9699,-124.6115,40.1902,20,655.39,32.09,2.66,0.52,111,Semi,0.28,FALSE,California,48,-63,10.0 - 10.5
10418,-155.6605,20.2371,329,409.86,7.40,2.17,0.50,111,Semi,0.22,FALSE,Hawaii,,,6.5 - 7.0
5933,-94.8983,28.2833,175,45.74,93.91,1.08,0.44,111,Semi,0.28,FALSE,Texas,51,-61,7.5 - 8.0
6475,-93.8929,29.0480,256,18.95,80.00,0.92,0.42,111,Monopile,0.28,TRUE,Texas,71,-40,7.5 - 8.0
1423,-79.2702,32.1745,299,50.86,94.39,1.40,0.46,111,Semi,0.28,FALSE,South Carolina,42,-69,8.0 - 8.5
2293,-74.8154,35.6683,294,352.25,67.02,1.54,0.50,111,Semi,0.28,FALSE,North Carolina,40,-71,8.5 - 9.0
10514,-156.5976,21.1553,329,426.09,13.50,1.84,0.51,111,Semi,0.22,FALSE,Hawaii,,,8.0 - 8.5
1811,-77.0370,33.1971,292,303.45,115.64,1.64,0.49,111,Semi,0.33,FALSE,North Carolina,50,-62,8.0 - 8.5
1357,-79.4232,32.0009,299,62.10,102.85,1.36,0.47,111,Semi,0.28,FALSE,South Carolina,42,-70,8.0 - 8.5
1291,-79.4629,31.8103,299,86.78,112.62,1.36,0.47,111,Semi,0.33,FALSE,South Carolina,42,-70,7.5 - 8.0
3683,-67.9660,40.3342,349,211.00,168.13,1.93,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1002,-80.9623,31.2384,275,15.48,46.88,0.84,0.42,111,Monopile,0.28,TRUE,Georgia,41,-70,7.5 - 8.0
3068,-72.7786,39.4435,330,71.43,87.74,1.49,0.54,111,Semi,0.33,FALSE,New Jersey,73,-38,9.0 - 9.5
930,-80.9980,31.0470,275,16.60,46.88,0.90,0.42,111,Monopile,0.28,TRUE,Georgia,41,-70,7.5 - 8.0
891,-81.0158,30.9512,275,17.43,46.88,0.90,0.42,111,Monopile,0.28,TRUE,Georgia,41,-70,7.5 - 8.0
6622,-92.7803,29.2153,162,18.81,58.44,0.88,0.42,111,Monopile,0.28,TRUE,Louisiana,48,-63,7.5 - 8.0
5644,-95.5577,27.8976,174,64.03,102.71,1.16,0.45,111,Semi,0.28,FALSE,Texas,51,-61,8.0 - 8.5
4195,-66.8536,41.3868,349,69.11,220.95,1.86,0.58,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
2797,-73.7743,38.3426,315,93.07,87.99,1.42,0.50,111,Semi,0.33,FALSE,Maryland,73,-38,8.5 - 9.0
1386,-79.7426,32.1461,299,29.10,71.90,1.27,0.46,111,Jacket,0.28,TRUE,South Carolina,42,-70,8.0 - 8.5
8410,-85.8502,45.4508,214,42.86,40.07,0.66,0.47,111,Jacket,0.28,TRUE,Michigan,60,-51,8.5 - 9.0
5715,-95.4480,27.9948,174,57.92,98.74,1.16,0.45,111,Semi,0.28,FALSE,Texas,51,-61,8.0 - 8.5
10579,-157.4476,21.2763,329,617.71,21.50,1.46,0.52,111,Semi,0.22,FALSE,Hawaii,,,8.0 - 8.5
1185,-79.9715,31.5901,297,41.92,78.14,1.33,0.46,111,Semi,0.33,FALSE,South Carolina,41,-70,8.0 - 8.5
4052,-67.8370,41.3111,349,35.80,139.98,1.72,0.57,111,Jacket,0.33,TRUE,Massachusetts,93,-18,9.5 - 10.0
4143,-66.8927,41.2950,349,67.42,217.75,1.86,0.58,111,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
5505,-95.7764,27.7030,174,113.10,113.75,1.22,0.46,111,Semi,0.28,FALSE,Texas,51,-61,8.0 - 8.5
1710,-77.6972,32.9122,292,240.19,116.02,1.55,0.49,111,Semi,0.33,FALSE,North Carolina,50,-62,8.0 - 8.5
6578,-90.1328,29.0064,261,15.66,18.40,0.72,0.39,111,Monopile,0.22,TRUE,Louisiana,50,-62,7.0 - 7.5
3723,-67.8062,40.3982,349,180.67,174.33,1.93,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-18,9.5 - 10.0
1515,-79.2096,32.4601,299,37.25,76.13,1.30,0.47,111,Jacket,0.28,TRUE,South Carolina,42,-70,8.0 - 8.5
6478,-93.5613,29.0410,162,20.81,80.59,0.94,0.43,111,Monopile,0.28,TRUE,Louisiana,48,-63,7.5 - 8.0
3911,-67.2485,40.7727,349,93.26,197.60,1.94,0.57,111,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
6073,-94.7859,28.4771,175,36.50,84.07,1.07,0.45,111,Jacket,0.28,TRUE,Texas,51,-61,7.5 - 8.0
1707,-78.0389,32.9672,292,80.36,102.87,1.43,0.47,111,Semi,0.33,FALSE,North Carolina,50,-62,8.0 - 8.5
6505,-90.5805,28.9323,261,11.57,39.33,0.49,0.40,111,Monopile,0.22,TRUE,Louisiana,50,-62,7.0 - 7.5
7954,-82.2132,43.5619,218,53.85,38.83,0.54,0.48,111,Jacket,0.28,TRUE,Michigan,57,-54,8.0 - 8.5
1324,-79.4431,31.9056,299,72.07,108.42,1.36,0.47,111,Semi,0.33,FALSE,South Carolina,42,-70,7.5 - 8.0
5861,-95.1184,28.1877,175,49.75,93.21,1.18,0.44,111,Semi,0.28,FALSE,Texas,51,-61,7.5 - 8.0
966,-80.9802,31.1427,275,15.61,46.88,0.90,0.42,112,Monopile,0.28,TRUE,Georgia,41,-71,7.5 - 8.0
3950,-67.2101,40.8646,349,86.58,198.12,1.94,0.57,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
1786,-77.1740,33.1215,292,290.01,117.25,1.64,0.49,112,Semi,0.33,FALSE,North Carolina,50,-62,8.0 - 8.5
3836,-67.4477,40.6175,349,97.80,188.40,1.99,0.57,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
3799,-67.6083,40.5539,349,115.19,179.27,1.99,0.57,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
9814,-124.7634,42.1721,14,631.02,44.28,2.59,0.54,112,Semi,0.28,FALSE,Oregon,55,-57,10.5 - 11.0
4246,-66.8143,41.4786,349,70.24,224.00,1.86,0.58,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
6867,-89.1069,29.3377,261,6.97,21.21,0.51,0.38,112,Monopile,0.22,TRUE,Louisiana,50,-62,6.5 - 7.0
10584,-157.9919,20.9933,329,"1,166.82",33.93,1.38,0.52,112,Semi,0.28,FALSE,Hawaii,,,8.5 - 9.0
1761,-77.3107,33.0457,292,284.15,117.16,1.56,0.49,112,Semi,0.33,FALSE,North Carolina,50,-62,8.0 - 8.5
9715,-124.6032,40.4944,20,236.00,17.86,2.54,0.48,112,Semi,0.28,FALSE,California,49,-63,9.5 - 10.0
4094,-67.3029,41.2896,349,46.64,183.99,1.80,0.56,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
10574,-157.8504,20.9745,329,522.22,34.67,1.38,0.52,112,Semi,0.28,FALSE,Hawaii,,,8.5 - 9.0
4055,-67.4652,41.2262,349,45.13,170.95,1.86,0.56,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
3087,-72.7479,39.5368,330,66.92,88.55,1.52,0.54,112,Semi,0.33,FALSE,New Jersey,73,-38,9.0 - 9.5
2743,-74.1020,38.1061,315,75.69,67.27,1.48,0.49,112,Semi,0.33,FALSE,Maryland,73,-38,8.5 - 9.0
1985,-76.1610,33.8358,294,492.82,84.49,1.64,0.50,112,Semi,0.33,FALSE,North Carolina,40,-71,8.5 - 9.0
7358,-87.5732,30.2027,267,12.94,16.26,0.73,0.38,112,Monopile,0.22,TRUE,Alabama,42,-70,7.0 - 7.5
6719,-89.9994,29.1819,261,7.99,22.36,0.72,0.38,112,Monopile,0.22,TRUE,Louisiana,50,-62,7.0 - 7.5
1603,-78.3526,32.6234,298,188.65,122.51,1.48,0.49,112,Semi,0.33,FALSE,South Carolina,42,-70,8.0 - 8.5
5385,-95.9940,27.5078,174,224.94,121.67,1.22,0.48,112,Semi,0.33,FALSE,Texas,50,-61,8.0 - 8.5
9864,-124.7790,43.1790,14,300.40,20.90,2.53,0.48,112,Semi,0.28,FALSE,Oregon,55,-56,9.5 - 10.0
9871,-124.6913,43.2999,14,293.24,20.98,2.48,0.48,112,Semi,0.28,FALSE,Oregon,55,-56,9.5 - 10.0
1151,-79.9906,31.4947,275,42.63,81.09,1.33,0.46,112,Semi,0.33,FALSE,Georgia,41,-71,7.5 - 8.0
4090,-67.7991,41.4032,349,35.41,143.41,1.73,0.57,112,Jacket,0.33,TRUE,Massachusetts,93,-19,9.5 - 10.0
3682,-68.0885,40.3621,349,291.93,158.29,1.93,0.57,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
10600,-157.5698,21.4356,329,728.67,16.10,1.44,0.52,112,Semi,0.22,FALSE,Hawaii,,,7.5 - 8.0
6410,-94.0058,28.9527,256,19.89,90.45,0.92,0.43,112,Monopile,0.28,TRUE,Texas,71,-41,7.5 - 8.0
1390,-79.2903,32.0793,299,71.64,102.27,1.38,0.46,112,Semi,0.33,FALSE,South Carolina,42,-70,8.0 - 8.5
10535,-156.7996,21.2555,329,866.37,10.80,1.72,0.51,112,Semi,0.22,FALSE,Hawaii,,,7.0 - 7.5
3987,-67.1716,40.9565,349,77.21,198.93,1.95,0.57,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
1454,-79.3633,32.2866,299,36.02,79.29,1.13,0.46,112,Jacket,0.28,TRUE,South Carolina,42,-70,8.0 - 8.5
10484,-156.3379,20.9892,329,149.33,14.35,2.01,0.51,112,Semi,0.22,FALSE,Hawaii,,,8.0 - 8.5
1254,-79.9331,31.7810,297,39.28,74.05,1.19,0.46,112,Jacket,0.28,TRUE,South Carolina,41,-70,8.0 - 8.5
4019,-67.5035,41.1342,349,53.41,168.25,1.89,0.56,112,Semi,0.33,FALSE,Massachusetts,93,-19,9.5 - 10.0
